Kode;Kodetekst 
N03;Ansiktssmerte
N03;Ansiktssmerte og hodepine INA
N03;Smerte ansiktet IKA INA
N04;Restless legs
N04;Rykninger i leggene
N04;Uro i bena
N05;Prikking/parestesi i hender/føtter
N05;Parestesi i hud føtter/tær
N05;Parestesi i hud hender/fingre
N05;Prikking/stikking føtter/tær
N05;Prikking/stikking hender/fingre
N05;Brennende følelse
N05;Parestesier
N05;Stikkende følelse i fingre/føtter/tær
N06;Forstyrrelser i hudens følsomhet IKA
N06;Anestesi i hud
N06;Brenning/svie i hud
N06;Følsomhet i huden endret IKA
N06;Hudfølelse unormal IKA
N06;Hyperestesi huden
N06;Hypoestesi i hud
N06;Nummenhet
N06;Anestesi
N07;Krampeanfall/kramper
N07;Feberkrampe
N07;Kramper
N07;Krampeanfall
N08;Unormale/ufrivillige bevegelser
N08;Atetoser
N08;Bevegelser ufrivillige
N08;Chorea INA
N08;Ekstrapyramidal bevegelsesforstyrrelse INA
N08;Fascikulasjoner
N08;Intensjonstremor
N08;Muskelrykninger
N08;Myoklonus
N08;Rykninger ufrivillige
N08;Tics legemiddelutløst
N08;Tics organisk betinget
N08;Tremor essensiell
N08;Tremor familiær
N08;Tremor INA
N08;Tremor legemiddelindusert
N08;Unormale hodebevegelser
N08;Rykninger
N08;Skjelvinger
N08;Tremor
N16;Forstyrrelse i lukt/smak
N16;Anosmi
N16;Hyperosmi
N16;Hyposmi
N16;Luktesans endret
N16;Ozoena
N16;Parageusi
N16;Parosmi
N16;Smakssans endret
N17;Svimmelhet IKA
N17;Balanseforstyrrelse INA
N17;Sjøgangsfølelse
N17;Svimmelhet ustøhet
N17;Svimmelhet ørhet
N17;Vertigo INA
N17;Følelse av å besvime
N17;Ør
N17;Tap av balanse
N17;Ustøhet
N18;Lammelse/svakhet
N18;Paraplegi
N18;Parese
N18;Tetraplegi
N19;Talevansker
N19;Afasi
N19;Anartri
N19;Dysartri
N19;Dysfasi
N19;Taleevne mangler
N19;Taleforstyrrelser
N19;Artikulasjonsforstyrrelse
N19;Utydelig tale
N26;Engstelig for kreft i nervesystemet
N27;Engstelig for sykdom i nervesystemet IKA
N28;Redusert funksjonsevne pga problem i nervesystemet
N28;Funksjonshemning nervesystem sykdom
N28;Gangvansker nervesystem sykdom
N28;Koordinasjonsvansker nervesystem sykdom
N29;Nervesystemet symptomer/plager IKA
N29;Ataksi INA
N29;Bevegelighet unormal
N29;Gange ataktisk
N29;Gange paretisk
N29;Gange sjanglende
N29;Gange spastisk
N29;Gange unormal IKA INA
N29;Gange ustø INA
N29;Halting INA
N29;Karpopedal spasme
N29;Koordinasjonsvansker INA
N29;Meningisme
N29;Nervesmerte IKA INA
N29;Nevralgi IKA INA
N29;Reflekser unormale
N29;Rigiditet IKA INA
N29;Spastisitet IKA INA
N29;Tetani
N29;Ataksi
N29;Halting
N29;Unormal gange
N70;Poliomyelitt
N70;Enterovirusencefalitt
N70;Følgetilstand poliomyelitt
N70;Poliomyelitt akutt
N70;Andre nevrologiske enterovirusinfeksjoner
N70;Følgetilstander etter poliomyelitt
N71;Meningitt/encefalitt
N71;Adenovirusencefalitt
N71;Adenovirusmeningitt
N71;EEE (eastern equine encephalitis)
N71;Encefalitt epidemisk INA
N71;Encefalitt flåttbåren
N71;Encefalitt INA
N71;Encefalitt viral INA
N71;Enterovirusmeningitt
N71;Hemofilusmeningitt
N71;Herpesencefalitt
N71;Herpesmeningitt
N71;Hjernehinnebetennelse INA
N71;Meningitt bakteriell IKA
N71;Meningitt bakteriell INA
N71;Meningitt INA
N71;Meningitt viral IKA
N71;Meningitt viral INA
N71;Meningoencefalitt INA
N71;Meningokokkmeningitt
N71;Myelitt INA
N71;Pneumokokkmeningitt
N71;RSSE (Russian spring and summer encephalitis)
N71;Stafylokokkmeningitt
N71;Streptokokkmeningitt
N71;TBE (tick-borne encephalitis)
N71;Virusencefalitt INA
N71;Virusmeningitt INA
N72;Stivkrampe
N72;Tetanus
N73;Infeksjon i sentralnervesystemet IKA
N73;Abcess sentralnervesystemet
N73;BSE (bovin spongiform encefalopati)
N73;Creutzfeldt-Jakobs sykdom
N73;Flebitt sentralnervesystemet
N73;Følgetilstand infeksjon CNS
N73;Slow virus infeksjon CNS
N73;Tromboflebitt sentralnervesystemet
N73;Virusinfeksjon atypisk CNS IKA
N73;Virusinfeksjon sentralnervesyst INA
N73;Cerebral abscess
N73;Slow-virus infeksjon
N74;Ondartet svulst i nervesystemet
N74;Astrocytom
N74;Glioblastom
N74;Ondartet svulst autonome nervesystem
N74;Ondartet svulst hjerne
N74;Ondartet svulst i sentralnervesystemet
N74;Ondartet svulst meninger
N74;Ondartet svulst perifere nervesystem
N74;Ondartet svulst ryggmarg
N75;Godartet svulst i nervesystemet
N75;Akustikusnevrinom
N75;Godartet svulst hjerne
N75;Godartet svulst meninger
N75;Godartet svulst perifere nervesyst
N75;Godartet svulst ryggmarg
N75;Godartet svulst sentralnervesystemet
N75;Meningeom
N76;Uspesifisert svulst i nervesystemet
N76;Uspesifisert svulst hjerne
N76;Uspesifisert svulst meninger
N76;Uspesifisert svulst perifer nerve
N76;Uspesifisert svulst ryggmarg
N76;Svulst i nervesystemet ikke spesifisert som godartet eller ondartet når histologi ikke er tilgjengelig
N79;Hjernerystelse
N79;Commotio cerebri
N79;Hodeskade hjernerystelse
N79;Følgetilstander etter hjernerystelse
N80;Hodeskade IKA
N80;Brudd bakhodet
N80;Brudd hode INA
N80;Brudd orbitatak
N80;Brudd skalle INA
N80;Brudd skallebasis
N80;Brudd tinningben
N80;Contusio cerebri
N80;Epiduralblødning traumatisk
N80;Hjerneskade diffus
N80;Hjerneskade INA
N80;Hodeskade blødning epiduralt
N80;Hodeskade blødning subaraknoidalt
N80;Hodeskade blødning subduralt
N80;Hodeskade hjernekontusjon
N80;Hodeskade hjernelaserasjon
N80;Hodeskade hjerneødem
N80;Hodeskade subduralhematom
N80;Knusningsskade ansikt
N80;Knusningsskade hode INA
N80;Knusningsskade hodebunn
N80;Laceratio cerebri
N80;Skade hodet intrakranielt INA
N80;Slag mot hodet uten skallebrudd
N80;Subaraknoidalblødning traumatisk
N80;Subduralblødning traumatisk
N80;Subduralhematom INA
N80;Cerebral skade med/uten skallebrudd
N80;Ekstraduralblødning
N80;Hjernekontusjon
N80;Traumatisk intrakraniell blødning
N81;Skade i nervesystemet IKA
N81;Abducensparese traumatisk
N81;Annen hodeskade
N81;Nervesystemet skade INA
N81;Skade cervikal nerverot/nerve
N81;Skade cervikalmarg
N81;Skade hjernenerve
N81;Skade lumbal nerverot/nerve
N81;Skade lumbalmarg
N81;Skade nerve ankel/fot
N81;Skade nerve hofte/lår
N81;Skade nerve hånd
N81;Skade nerve INA
N81;Skade nerve legg
N81;Skade nerve overarm/skulder
N81;Skade nerve underarm/albue
N81;Skade plexus brachialis
N81;Skade torakal nerverot/nerve
N81;Skade torakalmarg
N81;Øyenerveskade
N81;Nerveskade
N85;Medfødt feil i nervesystemet
N85;Anencephalus
N85;Encefalocele
N85;Hydrocephalus medfødt
N85;Medfødt feil hjernen INA
N85;Medfødt feil ryggmarg INA
N85;Mikrencefalon
N85;Myelomeningocele
N85;Ryggmargsbrokk
N85;Spina bifida
N85;Hydrocephalus
N86;Multippel sklerose
N86;MS (multippel sklerose)
N86;Sclerosis multiplex
N86;Sklerose multippel disseminert
N86;Disseminert sklerose
N87;Parkinsonisme
N87;Ataksi parkinsonistisk
N87;Atetoser parkinsonistisk
N87;Paralysis agitans
N87;Parkinsonisme legemiddelutløst
N87;Parkinsonisme sekundær
N87;Parkinsons sykdom
N87;Stivhet parkinsonistisk
N87;Tremor parkinsonistisk
N87;Legemiddelutløst parkinsonisme
N88;Epilepsi
N88;Absensepilepsi
N88;Absens-status
N88;Epilepsi generalisert absenser
N88;Epilepsi generalisert atonisk
N88;Epilepsi generalisert idiopatisk
N88;Epilepsi generalisert IKA
N88;Epilepsi generalisert tonisk-klonisk
N88;Epilepsi IKA
N88;Epilepsi INA
N88;Epilepsi partiell enkel
N88;Epilepsi partiell kompleks
N88;Epileptisk anfall INA
N88;Grand mal epilepsi
N88;Krampeanfall epilepsi INA
N88;Petit mal epilepsi
N88;Status epileptikus
N88;Alle typer av epilepsi
N88;Fokale krampeanfall
N88;Generaliserte krampeanfall
N88;Grand mal
N88;Petit mal
N89;Migrene
N89;Hodepine vaskulær INA
N89;Migrene hemiplegisk familiær
N89;Migrene komplisert
N89;Migrene med aura
N89;Migrene oftalmoplegisk
N89;Migrene uten aura
N89;Status migrainosus
N89;Vaskulær hodepine med/uten aura
N90;Cluster-hodepine
N90;Hemikrani kronisk paroksysmal
N90;Hodepine cluster episodisk
N90;Hodepine cluster kronisk
N90;Hortons hodepine syndrom
N91;Facialisparese
N91;Ansiktslammelse INA
N91;Bells parese
N91;Lammelse ansiktet
N92;Trigeminusnevralgi
N92;Ansiktssmertesyndrom
N92;Nervesmerter ansiktet
N92;Tic douloureux
N93;Carpal tunnel syndrom
N93;Canalis carpi-syndrom
N93;karpaltunnelsyndrom
N93;karpaltunnelssyndrom
N93;canalis carpi
N94;Perifer nevropati
N94;Fantomlemsmerter
N94;Fantomlemsyndrom INA (uten smerte)
N94;Guillain-Barrés syndrom
N94;Kausalgi
N94;Medianuslammelse
N94;Mononevropati INA
N94;Mononevropati overekstremitet
N94;Mononevropati underekstremitet
N94;Mortons metatarsalgi
N94;Nevrom i arm/hånd
N94;Nevrom i ben/fot
N94;Nevropati arvelig/idiopatisk
N94;Nevropati INA
N94;Peroneuslammelse
N94;Polynevropati alkoholisk
N94;Polynevropati diabetisk
N94;Polynevropati INA
N94;Polynevropati inflammatorisk
N94;Radialislammelse
N94;Recurrensparese
N94;Tarsal tunnel syndrom
N94;Thoracic outlet-syndrom
N94;Ulnarislammelse
N94;Akutt infeksiøs polynevropati
N94;tarsaltunnelsyndorm
N94;Diabetesnevropati (dobbelkodes med T89 eller T90)
N94;Fantomlemsyndorm
N94;Nervelesjon
N94;Nevropati
N95;Tensjonshodepine
N95;Spenningshodepine
N99;Sykdom i nervesystemet IKA
N99;ALS (amyotrofisk lateralsklerose)
N99;Amyotrofisk lateralsklerose (ALS)
N99;Anoksisk hjerneskade
N99;Arvelig myopati INA
N99;Ataksi arvelig
N99;Atrofi spinal IKA INA
N99;Atrophia cerebri
N99;Basalganglieforkalkninger
N99;Besvimelse sinus caroticus
N99;Cauda equina-syndrom
N99;Cerebral parese infantil
N99;Cerebral parese
N99;CP (cerebral parese)
N99;Demyeliniserende sykdom CNS
N99;Dyskinesi INA
N99;Dystoni INA
N99;Encefalopati INA
N99;Hemiparese
N99;Hemiplegi infantil
N99;Hemiplegi
N99;Hjerneatrofi
N99;Hjernelammelse
N99;Hjernelidelse INA
N99;Hjernenervelammelse IKA
N99;Hjerneødem (ikke-traumatisk)
N99;Horners syndrom
N99;Huntingtons sykdom
N99;Hydrocephalus ervervet
N99;Kvadriplegi
N99;Lammelse cerebral
N99;Lammelsessyndrom IKA INA
N99;Limb girdle dystrophy
N99;Løsemiddelskade INA
N99;Muskeldystrofi
N99;Muskellammelse IKA INA
N99;Myasthenia gravis
N99;Myelopati IKA INA
N99;Myopati INA
N99;Nevralgi INA
N99;Nevritt INA
N99;Optikusnevritt demyelinisert
N99;Paralyse INA
N99;Sinus caroticus-synkope
N99;Spastisk cerebral parese
N99;Spastisk hemiplegi
N99;Spinal muskelatrofi IKA INA
N99;Sykdom i nervesystemet INA
N99;Syringomyeli
N99;Toksisk encefalopati
N99;Wernickes encefalopati
N99;Motornevronsykdom
N99;spastisk kvadriplegisk cerebral parese
N99;Nevralgi IKA
P01;Følelse av angst/nervøsitet/anspenthet
P01;Angstfølelse
P01;Anspenthet
P01;Fryktfølelse
P01;Nervøsitet
P01;Panikkfølelse
P01;Angst IKA
P01;Følelese av redsel
P02;Psykisk ubalanse situasjonsbetinget
P02;Hospitaliseringssyndrom barn
P02;Kultursjokk
P02;Mestringsproblemer akutt
P02;Psykisk sjokk
P02;Psykisk ubalanse krisereaksjon
P02;Psykisk ubalanse reaksjon IKA
P02;Psykisk ubalanse reaksjon INA
P02;Psykisk ubalanse sjalusireaksjon
P02;Psykisk ubalanse sorgreaksjon
P02;Psykisk ubalanse stressreaksjon
P02;Psykisk ubalanse tilpasningsreaksjon
P02;Akutt posttraumatisk stress
P02;Følelse av stress/sorg/hjemlengsel
P02;Sjokk (psykisk)
P02;Tilpasningsforstyrrelse
P03;Depresjonsfølelse
P03;Apati
P03;Bekymringer
P03;Demoralisert
P03;Depresjonsfølelse indre spenning/uro
P03;Depresjonsfølelse tidlig oppvåkning
P03;Ensom
P03;Følelsesavflatning nedtrykt
P03;Konsentrasjonsvansker nedtrykt
P03;Mindreverdfølelse
P03;Motløs/initiativløs
P03;Selvtillit lav/manglende
P03;Skyldfølelse
P03;Stemningsleie senket
P03;Tretthet depresjonsfølelse
P03;Ulykkelighet
P03;Vekttap/nedsatt appetitt nedtrykt
P03;Bekymret
P03;Følelse av utilstrekkelighet
P03;Ulykkelig
P04;Irritabel atferd/følelse
P04;Agitert
P04;Fysisk voldelighet irritabel
P04;Indre spenning
P04;Irritabel fiendtlighet
P04;Irritabel vanskelig temperament
P04;Irritabel
P04;Rastløshet
P04;Agitasjon IKA
P04;Rastløshet IKA
P05;Senilitet, atferd/følelse gammel
P05;Alderdomsfølelse glemsom
P05;Alderdomsfølelse svekket orientering
P05;Alderdomsfølelse svekket psykisk
P05;Asteni senil
P05;Hukommelse svekket alderdom
P05;Senilitet INA
P05;Bekymring med aldring
P06;Søvnforstyrrelse
P06;Forstyrret søvn-våkenhet organisk
P06;Forstyrret søvn-våkenhetsrytme
P06;Insomni organisk betinget
P06;Katalepsi
P06;Narkolepsi
P06;Somnambulisme
P06;Søvnapné
P06;Søvnforstyrrelse hypersomni organisk
P06;Søvnforstyrrelse hypersomni
P06;Søvnforstyrrelse insomni
P06;Søvnforstyrrelse mareritt
P06;Søvnforstyrrelse natteskrekk
P06;Søvnforstyrrelse organisk betinget
P06;Søvnforstyrrelse søvngjengeri
P06;Søvnløshet
P06;Insomni
P06;søvnterror
P06;Mareritt
P06;Søvngjengeri
P07;Seksuell drift/lyst hemmet
P07;Frigiditet psykogen
P07;Libido nedsatt
P07;Frigiditet
P07;Tap av libido
P08;Seksuell tilfredsstillelse hemmet
P08;Anhedoni seksuell
P08;Anorgasmi psykogen
P08;Dyspareuni psykogen
P08;Ejaculatio praecox
P08;Ejaculatio tarda
P08;Ejakulasjon forsinket
P08;Ejakulasjon prematur
P08;Ereksjonssvikt psykogen
P08;Ereksjonssvikt
P08;Impotens psykogen
P08;Impotens
P08;Nymfomani
P08;Orgasme forsinket/manglende
P08;Seksuell aversjon og mangel på seksuell glede
P08;Seksuell glede hemmet
P08;Seksuell respons hemmet
P08;Seksuelt problem psykisk INA
P08;Seksuelt problem sterk seksualdrift
P08;Smerter samleie psykogen
P08;Vaginisme psykogen
P08;For tidlig utløsning
P08;Ikke-organisk impotens eller dyspareuni
P08;Vaginisme av psykisk opprinnelse
P09;Seksuell legning bekymring for
P09;Blotting
P09;Ekshibisjonisme
P09;Kikking
P09;Pedofili
P09;Seksuell legning følelse av avvik
P09;Seksuell legning problemer med
P09;Seksuelle objektvalg forstyrret IKA
P09;Seksuelt avvik INA
P09;Voyeurisme
P10;Stamming/tics
P10;Løpsk tale
P10;Stamming
P10;Tics INA
P10;Tics motoriske kroniske
P10;Tics motoriske
P10;Tics vokale kroniske
P10;Tics vokale
P10;Tourettes syndrom
P10;Uvane sterotypi barn
P11;Spiseforstyrrelse hos barn
P11;Pica barn
P11;Ruminasjon barn
P11;Spisevegring barn
P11;Matingsproblemer
P11;Problem med spiseatferd hos barn
P12;Sengevæting/enuresis IKA
P12;Enuresis funksjonell
P12;Enuresis psykogen
P12;Enuresis sekundær psykogen
P12;enurese
P13;Enkoprese
P13;Enkoprese funksjonell
P13;Enkoprese psykogen
P15;Kronisk alkoholmisbruk
P15;Alkohol abstinens
P15;Alkohol amnestisk syndrom
P15;Alkohol avhengighet
P15;Alkohol delirium
P15;Alkohol demens
P15;Alkohol misbruk/skadelig bruk
P15;Alkohol psykose
P15;Alkoholisk encefalopati
P15;Alkoholisk hjerneatrofi/skade
P15;Alkoholisme kronisk
P15;Delirium tremens
P15;Alkoholisme
P15;Alkoholpsykose
P16;Akutt alkoholmisbruk
P16;Alkohol beruselse akutt
P16;Alkohol intoksikasjon akutt
P16;Forgiftning alkohol akutt
P16;Beruselse
P17;Tobakkmisbruk
P17;Tobakk abstinens
P17;Tobakk avhengighet
P17;Tobakk misbruk/skadelig bruk
P17;Røyking problem
P18;Legemiddelmisbruk
P18;Legemiddel misbruk amnestisk syndrom
P18;Legemiddel misbruk delirium
P18;Legemiddel misbruk psykose
P18;Legemiddel vanedannende abstinens
P18;Legemiddel vanedannende avhengighet
P18;Misbruk avføringsmidler
P18;Misbruk hormoner
P18;Misbruk legemiddel ikke-vanedannende
P18;Misbruk legemiddel vanedannende
P18;Misbruk steroider
P18;Misbruk vitaminer
P18;Misbruk av ethvert forskrevet legemiddel
P19;Stoffmisbruk
P19;Blandingsmisbruk
P19;Løsemiddelbetinget demens
P19;Misbruk cannabinoider
P19;Misbruk fleinsopp
P19;Misbruk flere stoffer
P19;Misbruk hallusinogener
P19;Misbruk kokain
P19;Misbruk løsemidler
P19;Misbruk opiater
P19;Misbruk stimulantia
P19;Narkotika abstinens
P19;Narkotika amnestisk syndrom
P19;Narkotika avhengighet
P19;Narkotika beruselse
P19;Narkotika delirium
P19;Narkotika intoksikasjon
P19;Narkotika misbruk
P19;Narkotika psykose
P19;Stoffabstinens
P19;Stoffavhengighet
P20;Hukommelsesforstyrrelse
P20;Amnesi anterograd
P20;Amnesi INA
P20;Amnesi retrograd
P20;Desorientering INA
P20;Forvirringstilstand INA
P20;Kognitive symptomer INA
P20;Konsentrasjonsvansker INA
P20;Orienteringsevne nedsatt INA
P20;Amnesi
P20;Desorientering
P20;Forstyrrelse av konsentrasjon
P22;Atferdsforstyrrelse hos barn
P22;Angst fobisk barn
P22;Angst sky/fryktsomt barn
P22;Atferdsforstyr barn aggressiv/usosial
P22;Atferdsforstyr barn begrenset hjemme
P22;Atferdsforstyr barn gruppe/gjeng
P22;Atferdsforstyr barn opposisjonell
P22;Atferdsforstyr barn/psykisk lidelse
P22;Atferdsforstyrrelse barn/depressiv
P22;Forsinket tale
P22;Følelsesmessig forstyrrelse barn
P22;Institusjonssyndrom/institusjonsbarn
P22;Masturbasjon eksessiv
P22;Mutisme elektiv
P22;Mutisme selektiv
P22;Neglebiting hos barn
P22;Neseplukking
P22;Oppmerksomhetsforstyr ikke hyperkinetisk
P22;Separasjonsangst barn
P22;Skolefobi/skolenekt
P22;Søskensjalusi overdreven
P22;Tilknytningsforstyrrelse reaktiv barn
P22;Ukritisk tilknytning/kontaktsøk barn
P22;Forsinket oppnåelse av utviklingsmilepæl
P22;Utvikling motorisk forsinket
P22;Utvikling språk forsinket
P22;Forsinket utvikling
P22;Overaktivt barn
P22;Sjalusi
P23;Atferdsforstyrrelse hos ungdom
P23;Atferdsforstyrr ungd/psykisk lidelse
P23;Atferdsforstyrrelse ungdom aggressiv
P23;Atferdsforstyrrelse ungdom depressiv
P23;Atferdsforstyrrelse ungdom hjemme
P23;Atferdsforstyrrelse ungdom opposisjonell
P23;Atferdsforstyrrelse ungdom sosialisert
P23;Følelsesmessig forstyrrelse ungdom
P23;Pubertetsproblemer
P23;Skoleskulk
P23;Ungdomskriminalitet
P23;Ungdomskriminell atferd
P24;Spesifikke utviklingsforstyrrelser
P24;Agnosi
P24;Agrafi
P24;Akalkuli
P24;Aleksi INA
P24;Apraksi
P24;Artikulasjonsforstyrrelse spesifikk
P24;Clumsy child syndrom
P24;Dysleksi INA
P24;Dysleksi utviklingsmessig
P24;Koordinasjonsforstyrrelse spesifikk barn
P24;Landau-Kleffners syndrom
P24;Lese- og skrivevansker spesifikke
P24;Lesping
P24;Lærevansker spesifikke blandet
P24;Lærevansker spesifikke leseproblem
P24;Lærevansker spesifikke regneproblem
P24;Lærevansker spesifikke staveproblem
P24;Språkutvikling hemmet artikulasjon
P24;Språkutvikling hemmet ekspressivt
P24;Språkutvikling hemmet impressivt
P24;Språkutvikling hemmet INA
P24;Utviklingsforstyrrelse dyspraksi
P24;Utviklingsforstyrrelse flere områder
P24;Utviklingsforstyrrelse motorisk spesifikk
P24;Dysleksi
P25;Livsfaseproblem hos voksen
P25;Engstelig for aldring
P25;Engstelig for pensjonisttilværelse
P25;Midtlivskrise
P25;Problem ved pensjonering
P25;Tomt reir-syndrom
P27;Engstelig for psykisk sykdom
P27;Engstelig for selvmordstanker
P27;Bekymring for mental sykdom
P27;Frykt for å begå selvmord
P28;Redusert funksjonsevne pga psykisk problem
P28;Funksjonshemning psykisk sykdom
P28;Lav selvfølelse
P29;Psykiske symptomer/plager IKA
P29;Atferd bisarr personlighet
P29;Atferd langsom/treg
P29;Atferd merkelig/uforklarlig
P29;Atferd overaktiv (voksen)
P29;Atferd påfallende mistenksom
P29;Atferd påfallende ukritisk
P29;Atferd påfallende unnvikende
P29;Atferd risikosøkende psykisk
P29;Atferd sterkt selvhevdende
P29;Desorientering psykogen
P29;Hallusinasjon hørsel
P29;Hallusinasjon IKA
P29;Hallusinasjon syn
P29;Hallusinasjoner uspesifisert INA
P29;Neglebiting
P29;Overaktivitet (voksen)
P29;Overbelastning fysisk IKA
P29;Overbelastning psykisk IKA
P29;Personlig hygiene meget dårlig
P29;Reaksjonsevne langsom/treg
P29;Selvhevdende atferd
P29;Slitenhetssyndrom
P29;Spiseforstyrrelser IKA
P29;Stress IKA
P29;Trikotillomani
P29;Utbrenthet
P29;Avvikende atferd
P29;Dårlig hygiene
P29;Hallusinasjoner
P29;Mistenksomhet
P29;Multiple psykiske symptomer/plager
P29;Vrangforestillinger
P70;Demens
P70;Aldersdemens
P70;Alzheimers sykdom sen debut
P70;Alzheimers sykdom tidlig debut
P70;Alzheimers sykdom
P70;Demens ved Alzheimer INA
P70;Demens ved Alzheimer sen debut
P70;Demens ved Alzheimer tidlig debut
P70;Presenil demens INA
P70;Senil demens INA
P70;Vaskulær demens akutt
P70;Vaskulær demens multiinfarkt
P70;Vaskulær demens subkortikal
P70;Vaskulær demens
P70;Senil demens
P71;Organisk psykisk lidelse IKA
P71;Amnestisk syndrom organisk betinget, ikke utløst av rusmidler
P71;Angst organisk betinget
P71;Atferdsforstyrrelse organisk betinget
P71;Delirium organisk betinget
P71;Depresjon organisk betinget
P71;Dissosiativ lidelse organisk
P71;Emosjonell labilitet organisk betinget
P71;Hallusinose organisk betinget
P71;Kataton lidelse organisk betinget
P71;Kognitivt lett redusert org betinget
P71;Korsakoffs syndrom
P71;Paranoid lidelse organisk betinget
P71;Personlighetsforstyrrelse organisk
P71;Postencefalittisk syndrom
P71;Posttraumatisk hjernesyndrom organisk
P71;Psykisk sykdom organisk betinget IKA
P71;Psykose organisk betinget INA
P71;Delirium
P72;Schizofreni
P72;Dysmorfofobi psykotisk
P72;Paranoia INA
P72;Paranoid psykose vedvarende
P72;Post-schizofren depresjon
P72;Psykose ikke-organisk IKA
P72;Psykose indusert
P72;Psykose vedvarende INA
P72;Schizoaffektiv lidelse blandet type
P72;Schizoaffektiv lidelse depressiv
P72;Schizoaffektiv lidelse INA
P72;Schizoaffektiv lidelse manisk type
P72;Schizofren psykose
P72;Schizofreni borderline
P72;Schizofreni enkel
P72;Schizofreni hebefren
P72;Schizofreni kataton
P72;Schizofreni latent/prepsykotisk
P72;Schizofreni paranoid
P72;Schizofreni residual/kronisk stadium
P72;Schizotyp personlighetsforstyrrelse
P72;Alle typer schizofreni
P72;Paranoia
P73;Bipolar lidelse
P73;Affektiv psykose bipolar IKA
P73;Bipolar lidelse INA
P73;Cyklotymi
P73;Hypomani som ledd i bipolar lidelse
P73;Mani ikke psykotisk
P73;Mani INA
P73;Mani psykotisk
P73;Bipolar affektiv lidelse,  blandet episode
P73;Bipolar affektiv lidelse, deprimert alvorlig
P73;Bipolar affektiv lidelse,  deprimert mild/moderat
P73;Bipolar affektiv lidelse, deprimert psykotisk
P73;Bipolar affektiv lidelse hypomani
P73;Bipolar affektiv lidelse i remisjon
P73;Bipolar affektiv lidelse, manisk, ikke psykotisk
P73;Bipolar affektiv lidelse, manisk, psykotisk
P73;Hypoman tilstand
P73;Mani
P73;Manisk depresjon
P73;manisk-depressiv
P74;Angstlidelse
P74;Angst blandet med andre psyk symptom
P74;Angst generalisert
P74;Angst panikklidelse
P74;Angsthysteri
P74;Angstnevrose
P74;Angstreaksjon
P74;Panikkangst
P74;Panikklidelseepisodisk paroksysmal angst
P75;Dissosiativ/somatoform lidelse
P75;Aerofagi psykogen
P75;Diaré psykogen
P75;Disossiativ lammelse/motorisk forsty
P75;Dissosiativ amnesi
P75;Dissosiativ fugue
P75;Dissosiativ følelse-/sanseutfall
P75;Dissosiativ krampe
P75;Dissosiativ lidelse blandet
P75;Dissosiativ lidelse INA
P75;Dissosiativ stupor
P75;Dissosiativ transe-/besettelsestilst
P75;Dysfagi psykogen
P75;Dysmenoré psykogen
P75;Dysmorfofobi uten vrangforestillinger
P75;Dyspepsi psykogen
P75;Dysuri psykogen
P75;Flatulens psykogen
P75;Fluktreaksjon
P75;Globulus hystericus
P75;Hikke psykogen
P75;Hjertenevrose
P75;Hodepine psykogen
P75;Hoste psykogen
P75;Hyperventilasjon psykogen
P75;Hypokondrisk lidelse
P75;Hysteri INA
P75;Irritabel tarm psykogen
P75;Konversjonsreaksjon INA
P75;Magenevrose
P75;Nevrose hysteriform INA
P75;Nevrose somatiserende
P75;Psykosomatisk autonom dysfunksjon
P75;Psykosomatisk lidelse uspesifisert
P75;Psykosomatiske plager multiple
P75;Pustebesvær psykogen
P75;Pylorusspasme psykogen
P75;Ryggsmerte psykogen
P75;Smerte psykogen/somatoform
P75;Somatiseringslidelse
P75;Somatoform lidelse INA
P75;Svangerskap innbilt
P75;Torticollis psykogen
P75;Vannlatningstrang psykogen
P75;Hysteri
P75;konversjonslidelse
P76;Depressiv lidelse
P76;Affektiv lidelse IKA
P76;Affektiv psykose INA
P76;Angst depresjon blandet lidelse
P76;Depresjon angstpreget dystymi
P76;Depresjon atypisk
P76;Depresjon dyp tilbakevendende
P76;Depresjon dyp
P76;Depresjon INA
P76;Depresjon mild tilbakevendende
P76;Depresjon mild
P76;Depresjon moderat tilbakevendende
P76;Depresjon moderat
P76;Depresjon monopolar INA
P76;Depresjon postpartum
P76;Depresjon psykotisk tilbakevendende
P76;Depresjon psykotisk
P76;Depresjon reaktiv dyp tilbakevendend
P76;Depresjon reaktiv dyp
P76;Depresjon reaktiv mild tilbakevende
P76;Depresjon reaktiv mild
P76;Depresjon reaktiv moderat tilbakeven
P76;Depresjon reaktiv moderat
P76;Depresjon reaktiv psykotisk
P76;Depresjon skjult/maskert
P76;Depresjon tilbakevendende i remisjon
P76;Depresjon tilbakevendende IKA
P76;Dystymi
P76;Endogen depresjon dyp ikke psykotisk
P76;Endogen depresjon psykotisk
P76;Puerperal depresjon
P76;Blandet angst og depresjon
P76;Depressiv nevrose/psykose
P76;Postpartum depresjon INA
P76;Reaktiv depresjon
P77;Selvmord/selvmordsforsøk
P77;Selvmordsforsøk
P77;Suicid
P77;Suicidalforsøk
P77;Suicidal atferd
P78;Nevrasteni
P78;Asteni psykogen
P78;Tretthetssyndrom INA
P79;Fobi/obsessiv-kompulsiv lidelse
P79;Angst agorafobi
P79;Angst klaustrofobi
P79;Angst sosial fobi
P79;Angst spesifikk (isolert) fobi
P79;Angst uspesifisert fobi
P79;Fobisk angstlidelse INA
P79;Høydeskrekk
P79;Kompulsiv lidelse
